age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
45,1,96975,2,10,2,7,6,1,1,0,0,40,1
20,0,137300,4,9,3,0,5,1,1,0,0,35,1
25,1,86872,1,13,1,5,3,1,2,0,0,55,1
52,3,132178,1,13,1,5,3,1,2,0,0,50,1
20,1,416103,2,10,3,7,2,1,2,0,0,40,1
28,1,108574,2,10,3,3,4,1,1,0,0,40,1
50,6,288353,1,13,1,13,3,1,2,0,0,40,1
34,1,227689,7,11,2,1,4,1,1,0,0,64,1
28,1,166481,9,4,1,7,3,4,2,0,2179,40,4
41,1,445382,11,14,1,5,3,1,2,0,1977,65,1
28,1,110145,4,9,1,9,3,1,2,0,0,40,1
46,2,317253,4,9,1,2,3,1,2,0,0,25,1
28,0,123147,2,10,1,0,1,1,1,0,1887,40,1
32,1,364657,2,10,1,5,3,1,2,0,0,50,1
41,5,42346,2,10,2,3,4,5,1,0,0,24,1
24,1,241951,4,9,3,7,6,5,1,0,0,40,1
33,1,118500,2,10,2,5,6,1,1,0,0,40,1
46,1,188386,14,16,1,5,3,1,2,15024,0,60,1
31,6,1033222,2,10,1,8,3,1,2,0,0,40,1
35,1,92440,10,8,2,2,4,1,2,0,0,50,1
52,1,190762,12,2,1,8,3,1,2,0,0,40,21
30,1,426017,3,7,3,3,2,1,1,0,0,19,1
34,5,243867,3,7,4,8,4,5,2,0,0,40,1
34,6,240283,4,9,2,11,6,1,1,0,0,40,1
20,1,61777,2,10,1,4,3,1,2,0,0,30,1
17,1,175024,3,7,3,7,2,1,2,2176,0,18,1
32,6,92003,1,13,1,5,1,1,1,0,0,40,1
29,1,188401,4,9,2,10,4,1,2,0,0,40,1
33,1,228528,13,6,3,2,6,1,1,0,0,35,1
25,1,133373,4,9,1,11,3,1,2,0,0,60,1
36,4,255191,11,14,3,6,4,1,2,0,1408,40,1
23,1,204653,4,9,3,7,4,1,2,0,0,72,24
63,3,222289,4,9,1,5,3,1,2,0,0,40,1
47,5,287480,11,14,1,6,3,1,2,0,0,40,1
80,0,107762,4,9,4,0,4,1,2,0,0,24,1
17,0,202521,3,7,3,0,2,1,2,0,0,40,1
40,2,204116,1,13,6,6,4,1,1,2174,0,40,1
30,1,29662,6,12,1,3,1,1,1,0,0,25,1
27,1,116358,2,10,3,2,2,2,2,0,1980,40,16
33,1,208405,11,14,1,6,3,1,2,0,0,50,1
34,5,284843,4,9,3,10,4,5,2,594,0,60,1
34,5,117018,2,10,3,13,4,1,1,0,0,40,1
23,1,81281,2,10,1,9,3,1,2,0,0,40,1
42,5,340148,2,10,1,9,1,1,1,0,0,40,1
29,1,363425,1,13,3,6,4,1,2,0,0,40,1
45,1,45857,4,9,2,9,4,1,1,0,0,28,1
24,4,191073,4,9,3,14,2,1,2,0,0,40,1
44,1,116632,2,10,1,6,3,1,2,0,0,40,1
27,1,405855,8,5,3,2,5,1,2,0,0,40,21
20,1,298227,2,10,3,4,4,1,2,0,0,35,1
44,1,290521,4,9,4,5,6,5,1,0,0,40,1
51,1,56915,4,9,1,2,3,3,2,0,0,40,1
20,1,146538,4,9,1,8,3,1,2,0,0,40,1
17,0,258872,3,7,3,0,2,1,1,0,0,5,1
19,1,206399,4,9,3,8,2,5,1,0,0,40,1
45,3,197332,2,10,1,2,3,1,2,0,0,55,1
60,1,245062,4,9,1,2,3,1,2,0,0,40,1
42,1,197583,6,12,1,5,3,5,2,0,0,40,0
44,2,234885,4,9,1,4,1,1,1,0,0,40,1
40,1,72887,7,11,1,8,3,2,2,0,0,40,1
30,1,180374,4,9,1,5,1,1,1,0,0,40,1
38,1,351299,2,10,1,11,3,5,2,0,0,50,1
23,1,54012,4,9,1,11,3,1,2,0,0,60,1
32,0,115745,2,10,1,0,3,1,2,0,0,40,1
44,1,116632,6,12,3,10,2,1,2,0,0,40,1
54,5,288825,4,9,1,11,3,5,2,0,0,40,1
32,1,132601,1,13,1,6,3,1,2,0,0,50,1
50,1,193374,12,2,6,2,6,1,2,0,0,40,1
24,1,170070,1,13,3,1,4,1,1,0,0,20,1
37,1,126708,4,9,1,9,1,1,1,0,0,60,1
52,1,35598,4,9,2,11,6,1,2,0,0,40,1
38,1,33983,2,10,1,11,3,1,2,0,0,40,1
49,1,192776,11,14,1,5,3,1,2,0,1977,45,1
30,1,118551,1,13,1,1,1,1,1,0,0,16,1
60,1,201965,2,10,3,6,6,1,2,0,0,40,1
22,0,139883,2,10,3,0,2,1,2,0,0,40,1
35,1,285020,4,9,3,2,4,1,2,0,0,40,1
30,1,303990,4,9,3,11,4,1,2,0,0,60,1
67,1,49401,7,11,2,3,4,1,1,0,0,24,1
46,1,279196,1,13,3,2,4,1,1,0,0,40,1
17,1,211870,8,5,3,3,4,1,2,0,0,6,1
22,1,281432,2,10,3,7,2,1,2,0,0,30,1
27,1,161155,13,6,3,3,4,1,2,0,0,40,1
23,1,197904,4,9,3,3,6,1,1,0,0,35,1
33,1,111746,6,12,1,2,3,1,2,0,0,45,21
43,2,170721,2,10,1,2,3,1,2,0,0,20,1
28,6,70100,1,13,3,6,4,1,2,0,0,20,1
41,1,193626,4,9,6,2,6,1,1,0,0,40,1
52,0,271749,10,8,3,0,5,5,2,594,0,40,1
25,1,189775,2,10,6,9,2,5,1,0,0,20,1
63,0,401531,12,2,1,0,3,1,2,0,0,35,1
59,5,286967,4,9,1,11,3,1,2,0,0,45,1
45,5,164427,1,13,2,6,6,1,1,0,0,40,1
38,1,91039,1,13,1,4,3,1,2,15024,0,60,1
40,1,347934,4,9,3,3,4,1,1,0,0,35,1
46,4,371373,4,9,2,9,4,1,2,0,0,40,1
35,1,32220,6,12,3,5,4,1,1,0,0,60,1
34,1,187251,4,9,2,6,6,1,1,0,0,25,1
33,1,178107,1,13,3,2,2,1,2,0,0,20,1
41,1,343121,4,9,2,9,6,1,1,0,0,36,1
20,1,262749,2,10,3,8,2,1,2,0,0,40,1
23,1,403107,15,3,3,3,2,1,2,0,0,40,36
26,1,64293,2,10,3,6,4,1,1,0,0,35,1
72,0,303588,4,9,1,0,3,1,2,0,0,20,1
23,5,324960,4,9,3,10,4,1,2,0,0,40,18
62,5,114060,4,9,1,11,3,1,2,0,0,40,1
52,1,48925,2,10,1,9,3,1,2,0,0,40,1
58,1,180980,2,10,2,3,6,1,1,0,0,42,23
25,1,181054,1,13,3,4,4,1,1,0,0,40,1
24,1,388093,1,13,3,5,4,5,2,0,0,40,1
19,1,249609,2,10,3,13,2,1,2,0,0,8,1
43,1,112131,2,10,1,5,3,1,2,0,0,40,1
47,5,543162,4,9,4,9,6,5,1,0,0,40,1
39,1,91996,4,9,2,3,6,1,1,0,0,40,1
49,1,141944,7,11,6,7,6,1,2,0,1380,42,1
53,0,251804,15,3,4,0,6,5,1,0,0,30,1
32,1,37070,7,11,3,2,4,1,2,0,0,45,1
34,1,337587,2,10,1,6,3,1,2,0,0,50,1
28,1,189346,4,9,2,2,4,1,2,0,0,45,1
57,0,222216,7,11,4,0,6,1,1,0,0,38,1
25,1,267044,2,10,3,9,4,3,1,0,0,20,1
20,0,214635,2,10,3,0,2,1,2,0,0,24,1
21,0,204226,2,10,3,0,6,1,1,0,0,35,1
34,1,108116,1,13,1,6,3,1,2,0,0,50,1
38,3,99146,1,13,1,5,3,1,2,15024,0,80,1
50,1,196232,4,9,1,5,3,1,2,7688,0,50,1
24,5,248344,2,10,2,7,4,5,2,0,0,50,1
37,5,186035,2,10,1,1,3,1,2,0,0,45,1
44,1,177905,2,10,2,8,6,1,2,0,0,58,1
28,1,85812,2,10,1,4,1,1,1,0,0,40,1
42,1,221172,1,13,1,5,3,1,2,0,0,40,1
74,1,99183,2,10,2,9,4,1,1,0,0,9,1
38,2,190387,4,9,1,2,3,1,2,0,0,50,1
44,2,202692,11,14,1,6,3,1,2,0,0,40,1
44,1,109339,3,7,2,8,6,4,1,0,0,46,4
26,1,108658,4,9,3,8,4,1,2,0,0,40,1
36,1,197202,4,9,1,3,3,5,2,0,0,40,1
41,1,101739,6,12,1,5,1,1,1,0,0,50,1
67,1,231559,5,15,1,6,3,1,2,20051,0,48,1
39,5,207853,10,8,1,1,3,1,2,0,0,50,1
57,1,190942,12,2,4,12,4,5,1,0,0,30,1
29,1,102345,7,11,4,2,4,1,2,0,0,40,1
31,3,41493,1,13,3,10,4,1,1,0,0,45,1
34,0,190027,4,9,3,0,6,5,1,0,0,40,1
44,1,210525,2,10,1,11,3,1,2,0,0,40,1
29,1,133937,14,16,3,6,2,1,2,0,0,40,1
30,1,237903,2,10,3,7,6,1,1,0,0,40,1
27,1,163862,4,9,3,11,4,1,2,0,0,40,1
27,1,201872,2,10,1,4,3,1,2,0,0,50,1
32,1,84179,4,9,3,7,4,1,1,0,0,45,1
58,1,51662,13,6,1,3,1,1,1,0,0,8,1
35,5,233327,2,10,1,13,3,1,2,0,0,40,1
21,1,259510,4,9,3,7,2,1,2,0,0,36,1
28,1,184831,2,10,3,2,6,1,2,0,0,40,1
46,2,245724,2,10,2,5,4,1,2,0,0,50,1
36,2,27053,4,9,4,3,6,1,1,0,0,40,1
72,1,205343,3,7,4,9,6,1,1,0,0,40,1
35,1,229328,4,9,1,8,1,5,1,0,0,40,1
33,4,319560,7,11,2,2,6,5,1,0,0,40,1
69,1,136218,3,7,3,8,4,1,1,0,0,40,1
35,1,54576,4,9,1,8,3,1,2,0,0,40,1
31,1,323069,4,9,4,9,6,1,1,0,0,20,0
34,1,148291,4,9,1,1,1,1,1,0,0,32,1
30,1,152453,3,7,1,3,3,1,2,0,0,40,21
28,1,114053,1,13,3,11,4,1,2,0,0,55,1
54,1,212960,1,13,1,4,3,1,2,0,0,35,1
47,1,264052,2,10,1,6,3,1,2,0,0,50,1
24,1,82804,4,9,3,7,6,5,1,0,0,40,1
52,2,334273,1,13,1,6,3,1,2,0,0,60,1
20,1,27337,4,9,3,7,2,3,2,0,0,48,1
43,3,188436,11,14,1,5,3,1,2,5013,0,45,1
45,1,433665,9,4,4,3,6,1,1,0,0,40,21
29,2,110663,4,9,4,2,4,1,2,0,0,35,1
47,1,87490,11,14,2,5,6,1,2,0,0,42,1
24,1,354351,4,9,3,2,2,1,2,0,0,40,1
51,1,95469,4,9,1,6,3,1,2,0,0,40,1
17,1,242718,3,7,3,4,2,1,2,0,0,12,1
37,1,22463,7,11,1,2,3,1,2,0,1977,40,1
27,1,158156,14,16,3,6,4,1,1,0,0,70,1
29,1,350162,1,13,1,5,1,1,2,0,0,40,1
18,0,165532,10,8,3,0,2,1,2,0,0,25,1
36,2,28738,6,12,2,4,6,1,1,0,0,35,1
58,5,283635,1,13,3,6,4,1,1,0,0,40,1
26,2,86646,2,10,1,2,3,1,2,0,0,45,1
65,0,195733,2,10,1,0,3,1,2,0,0,30,1
57,1,69884,4,9,1,4,3,1,2,0,0,40,1
59,1,199713,4,9,1,2,3,1,2,0,0,40,1
27,1,181659,4,9,1,8,3,1,2,0,0,40,1
31,2,340939,1,13,3,1,4,1,2,0,0,40,1
21,1,197747,2,10,3,4,2,1,1,0,0,24,1
29,1,34292,2,10,3,9,4,1,2,0,0,60,1
18,1,156764,3,7,3,3,2,1,2,0,0,40,1
52,1,25826,13,6,1,2,3,1,2,0,1887,47,1
57,3,103948,1,13,2,6,4,1,2,0,0,80,1
42,0,137390,4,9,1,0,3,1,2,0,0,40,1
55,0,105138,4,9,1,0,1,2,1,0,0,40,1
60,1,39352,9,4,3,11,4,1,2,0,0,48,1
31,1,168387,1,13,1,6,3,1,2,7688,0,40,5
23,1,117789,1,13,3,9,2,1,1,0,0,40,1
27,1,267147,4,9,3,4,2,1,2,0,0,40,1
23,0,99399,2,10,3,0,6,3,1,0,0,25,1
42,2,214242,5,15,1,6,3,1,2,0,1902,50,1
25,1,200408,2,10,3,1,4,1,2,2174,0,40,1
49,1,136455,1,13,3,6,4,1,1,0,0,45,1
32,1,239824,1,13,3,1,4,1,2,0,0,40,1
19,1,217039,2,10,3,9,2,1,2,0,0,28,1
60,1,51290,9,4,2,3,4,1,1,0,0,40,1
42,5,175674,8,5,1,3,3,1,2,0,0,40,1
35,2,194404,6,12,3,10,4,1,2,0,0,40,1
48,1,45612,4,9,3,9,6,5,1,0,0,37,1
51,1,410114,11,14,1,2,3,1,2,0,0,40,1
29,1,182521,4,9,3,2,4,3,2,0,0,40,1
36,5,339772,4,9,4,5,4,5,2,0,0,40,1
17,1,169658,13,6,3,3,2,1,1,0,0,21,1
52,1,200853,11,14,2,6,4,1,1,6849,0,60,1
24,1,247564,4,9,3,2,4,1,2,0,0,40,1
24,1,249909,4,9,1,7,3,1,2,0,0,50,1
26,5,208122,1,13,3,6,2,1,2,1055,0,40,1
27,1,109881,1,13,3,3,2,1,1,0,0,20,1
39,1,207824,4,9,3,7,2,1,2,0,0,60,1
30,1,369027,4,9,1,11,3,5,2,0,0,45,1
50,2,114117,4,9,1,5,3,1,2,0,0,32,1
52,3,51048,1,13,1,4,3,1,2,0,0,55,1
46,1,102388,5,15,1,6,3,1,2,15024,0,45,1
23,1,190483,1,13,3,4,2,1,1,0,0,20,1
45,1,462440,3,7,4,3,4,5,1,0,0,20,1
65,1,109351,8,5,4,12,6,5,1,0,0,24,1
29,1,34383,7,11,1,11,3,1,2,0,0,55,1
47,1,241832,8,5,6,7,6,1,2,0,0,40,36
30,1,124187,4,9,3,10,2,5,2,0,0,60,1
34,1,153614,4,9,1,4,3,1,2,0,0,45,1
38,2,267556,4,9,1,4,3,1,2,0,0,64,1
33,1,205469,2,10,1,5,3,1,2,0,0,40,1
49,1,268090,1,13,1,4,3,1,2,0,0,26,1
47,2,165039,2,10,3,3,6,5,1,0,0,40,1
49,5,120451,13,6,4,3,6,5,1,0,0,40,1
43,1,154374,2,10,1,2,3,1,2,15024,0,60,1
30,1,103649,1,13,1,9,1,5,1,0,0,40,1
58,2,35723,4,9,1,2,3,1,2,0,0,60,1
19,1,262601,4,9,3,3,2,1,1,0,0,14,1
21,1,226181,1,13,3,7,4,1,2,0,0,40,1
33,1,175697,1,13,1,5,3,1,2,15024,0,60,1
47,3,248145,15,3,1,11,3,1,2,0,0,50,13
52,2,289436,14,16,1,6,3,1,2,0,0,60,1
26,1,75654,4,9,2,2,4,1,2,0,0,55,1
60,1,199378,4,9,1,2,3,1,2,0,0,40,1
21,1,160968,2,10,3,7,2,1,2,0,0,40,1
36,1,188563,2,10,1,4,3,1,2,5178,0,50,1
31,1,55849,2,10,1,2,3,1,2,0,0,45,1
50,3,195322,14,16,4,6,4,1,2,0,0,40,1
31,5,402089,4,9,2,9,6,1,1,0,0,40,1
71,1,78277,4,9,1,2,3,1,2,0,0,15,1
58,0,158611,4,9,1,0,3,1,2,0,0,50,1
30,6,169496,1,13,1,1,3,1,2,0,0,40,1
20,1,130959,2,10,3,3,2,1,2,0,0,20,1
24,1,556660,4,9,3,5,5,1,2,4101,0,50,1
35,1,292472,14,16,1,6,3,2,2,0,0,40,27
38,6,143774,2,10,4,5,4,1,1,0,0,45,1
27,1,288341,4,9,3,8,2,1,1,0,0,32,1
29,6,71592,2,10,3,9,6,2,1,0,0,40,16
70,0,167358,8,5,4,0,6,1,1,1111,0,15,1
34,1,106742,4,9,1,2,3,1,2,0,0,45,1
44,1,219288,9,4,1,2,3,1,2,0,0,35,1
43,1,174524,4,9,1,8,3,1,2,0,0,40,1
44,2,335183,10,8,1,7,3,5,2,0,0,40,1
35,1,261293,11,14,3,4,4,1,2,0,0,60,1
27,1,111900,2,10,3,6,4,1,2,0,0,40,1
43,5,194360,11,14,3,6,4,1,2,0,0,38,1
20,1,81145,2,10,3,4,4,1,1,0,0,25,1
42,1,341204,6,12,2,6,6,1,1,8614,0,40,1
27,6,249362,2,10,1,11,3,1,2,3411,0,40,1
42,1,247019,4,9,1,2,3,5,2,0,0,40,1
20,0,114746,3,7,6,0,2,2,1,0,1762,40,11
24,1,172146,8,5,3,8,4,1,2,0,1721,40,1
48,4,110457,2,10,2,5,4,1,2,0,0,40,1
17,0,80077,3,7,3,0,2,1,1,0,0,20,1
17,2,368700,3,7,3,10,2,1,2,0,0,10,1
33,1,182556,1,13,1,5,3,1,2,0,0,40,1
50,3,219420,4,9,1,4,3,1,2,0,0,50,1
22,1,240817,4,9,3,4,2,1,1,2597,0,40,1
17,1,102726,10,8,3,3,2,1,2,0,0,16,1
32,1,226267,2,10,1,9,3,1,2,0,0,40,21
31,1,125457,4,9,3,2,4,1,2,0,0,45,1
58,2,204021,4,9,4,5,4,1,2,0,0,50,1
29,5,92262,4,9,3,13,2,1,2,0,0,48,1
37,1,161141,7,11,1,2,3,1,2,0,0,40,21
34,2,190290,4,9,1,2,3,1,2,0,0,40,1
23,5,430828,2,10,4,5,6,5,2,0,0,40,1
18,6,59342,3,7,3,9,2,1,1,0,0,5,1
34,1,136721,4,9,2,5,4,1,1,0,0,40,1
66,0,149422,9,4,3,0,4,1,2,0,0,4,1
45,5,86644,1,13,1,6,1,1,1,0,0,55,1
41,1,195124,11,14,3,5,4,1,2,0,0,35,24
26,1,167350,4,9,3,3,5,1,2,0,0,30,1
54,5,113000,2,10,1,10,3,1,2,0,0,40,1
24,1,140027,2,10,3,8,2,5,1,0,0,45,1
42,1,262425,2,10,1,6,3,1,2,0,0,50,1
20,1,316702,2,10,3,6,2,1,2,0,0,20,1
23,6,335453,1,13,3,1,4,1,1,0,0,20,1
25,0,202480,6,12,3,0,5,1,2,0,0,45,1
35,1,203628,11,14,3,6,4,1,2,0,0,60,1
31,1,118710,11,14,1,1,3,1,2,0,1902,40,1
30,1,189620,1,13,3,6,2,1,1,0,0,40,18
19,1,475028,4,9,3,4,2,1,1,0,0,20,1
36,5,110866,1,13,3,6,4,1,2,0,0,50,1
31,1,243605,1,13,4,4,6,1,1,0,1380,40,13
21,1,163870,2,10,3,7,2,1,2,0,0,30,1
31,2,80145,2,10,1,2,3,1,2,0,0,40,1
46,1,295566,14,16,2,6,6,1,1,25236,0,65,1
44,1,63042,1,13,2,5,2,1,1,0,0,50,1
40,1,229148,10,8,1,3,3,5,2,0,0,40,19
45,1,242552,2,10,3,4,4,5,2,0,0,40,1
60,1,177665,4,9,1,2,3,1,2,0,0,35,1
18,1,208103,3,7,3,3,5,1,2,0,0,25,1
28,1,296450,1,13,1,6,3,1,2,0,0,40,1
36,1,70282,2,10,2,9,6,5,1,0,0,40,1
36,1,271767,1,13,4,6,4,1,2,0,0,40,0
40,1,144995,7,11,1,1,3,1,2,4386,0,40,1
36,5,382635,1,13,2,9,6,1,1,0,0,35,15
31,1,295697,4,9,4,3,6,5,1,0,0,40,1
33,1,194141,4,9,1,8,3,1,2,0,0,40,1
19,6,378418,4,9,3,1,2,1,1,0,0,40,1
22,1,214399,2,10,3,4,2,1,1,0,0,15,1
34,1,217460,1,13,1,5,3,1,2,0,0,45,1
33,1,182556,4,9,3,3,4,1,2,0,0,40,1
41,1,125831,4,9,1,2,3,1,2,0,2051,60,1
29,1,271328,1,13,3,6,4,1,2,4650,0,40,1
50,5,50459,4,9,1,5,3,1,2,0,0,42,1
42,1,162140,1,13,1,5,3,1,2,7298,0,45,1
43,1,177937,1,13,3,6,4,1,2,0,0,40,0
44,1,111502,4,9,1,4,1,1,1,0,0,40,1
20,1,299047,2,10,3,3,4,1,1,0,0,20,1
31,1,223212,4,9,1,3,3,1,2,0,0,40,21
65,2,118474,3,7,1,5,3,1,2,9386,0,59,0
23,1,352139,2,10,3,3,4,1,1,0,0,24,1
55,1,173093,2,10,2,9,4,2,1,0,0,40,1
26,1,181655,7,11,1,9,3,1,2,0,2377,45,1
25,1,332702,7,11,3,3,2,1,1,0,0,15,1
45,0,51164,2,10,1,0,1,5,1,0,0,40,1
35,1,234901,2,10,1,2,3,1,2,2407,0,40,1
36,1,131414,2,10,3,4,4,5,1,0,0,36,1
43,6,260960,1,13,1,6,3,1,2,0,0,50,1
56,1,156052,4,9,4,3,6,5,1,594,0,20,1
42,1,279914,1,13,1,1,3,1,2,0,0,40,1
19,1,192453,2,10,3,3,5,1,1,0,0,25,1
55,2,200939,4,9,1,11,3,1,2,0,0,72,1
42,1,151408,11,14,3,5,4,1,1,14084,0,50,1
26,1,112847,7,11,3,1,2,1,2,0,0,40,1
17,1,316929,10,8,3,7,2,1,2,0,0,20,1
42,5,126319,1,13,1,6,1,1,1,0,0,40,1
55,1,197422,4,9,1,11,3,1,2,7688,0,40,1
32,1,267736,2,10,3,9,2,5,1,0,0,40,1
29,1,267034,3,7,3,2,2,5,2,0,0,40,28
46,6,193047,1,13,1,6,3,1,2,0,0,37,1
29,6,356089,1,13,1,5,3,1,2,7688,0,40,1
22,1,223515,1,13,3,6,6,1,2,0,0,20,1
58,2,87510,13,6,1,2,3,1,2,0,0,40,1
23,1,145111,4,9,3,11,6,1,2,0,0,50,1
39,1,48093,4,9,3,7,4,1,2,0,0,40,1
27,1,31757,7,11,3,2,2,1,2,0,0,38,1
54,1,285854,4,9,1,11,3,1,2,0,0,40,1
33,5,120064,1,13,3,6,4,1,1,0,0,45,1
46,4,167381,4,9,1,9,1,1,1,0,0,40,1
37,1,103408,4,9,3,10,4,5,2,0,0,40,1
36,1,101460,4,9,3,3,4,1,1,0,0,18,1
59,5,420537,4,9,1,9,1,1,1,0,0,38,1
34,5,119411,4,9,2,13,6,1,2,0,0,40,21
53,3,128272,14,16,1,5,3,1,2,0,0,70,1
51,1,386773,1,13,3,4,4,1,2,0,0,55,1
32,1,283268,13,6,4,3,6,1,1,0,0,42,1
31,6,301526,2,10,6,3,5,1,2,0,0,40,1
22,1,151790,2,10,1,4,1,1,1,0,0,30,6
47,2,106252,1,13,2,4,4,1,1,0,0,50,1
32,1,188557,4,9,3,8,4,1,2,0,0,40,1
26,1,171114,2,10,3,10,4,1,1,0,0,38,1
37,1,327323,15,3,4,10,4,1,2,0,0,32,31
31,1,244147,4,9,2,2,6,1,2,0,0,55,1
37,1,280282,7,11,1,1,1,1,1,0,0,24,1
55,1,116442,4,9,3,4,4,1,2,0,0,38,1
23,5,282579,7,11,2,1,4,1,2,0,0,56,1
36,1,51838,2,10,2,9,6,1,1,0,0,40,1
34,1,73585,11,14,1,6,3,1,2,0,0,40,0
43,1,226902,1,13,1,4,3,1,2,0,0,50,1
54,1,279129,2,10,3,1,4,1,2,0,0,40,1
43,6,146908,2,10,1,2,3,1,2,0,0,40,0
28,1,196690,7,11,3,8,4,1,1,0,1669,42,1
40,1,130760,7,11,1,5,3,1,2,0,0,50,1
41,2,49572,2,10,1,5,3,1,2,0,0,60,1
40,1,237601,1,13,3,4,4,4,1,0,0,55,1
42,1,169628,2,10,2,9,4,5,1,0,0,38,1
61,2,36671,4,9,1,10,3,1,2,0,2352,50,1
18,1,231193,10,8,3,8,2,1,2,0,0,30,1
59,0,192130,4,9,1,0,3,1,2,0,0,16,1
21,0,149704,4,9,3,0,4,1,1,1055,0,40,1
48,1,102102,7,11,1,1,3,1,2,0,0,50,1
41,3,32185,1,13,1,1,3,1,2,0,0,40,1
18,0,196061,2,10,3,0,2,1,2,0,0,33,1
23,1,211046,4,9,3,4,4,1,1,2463,0,40,1
60,1,31577,4,9,1,11,3,1,2,0,0,60,1
22,1,162343,2,10,3,3,5,5,2,0,0,20,1
